дата,ряд,показатель,значение,единица,источник_файл,флаг
2019-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Produse petroliere",205.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Biocombustibili si deseuri",15.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie electrica",3391.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie termica",9670.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Total",13193.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Produse petroliere",273.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Biocombustibili si deseuri",15.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie electrica",3540.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie termica",9365.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Total",14704.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Produse petroliere",96.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Biocombustibili si deseuri",16.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie electrica",4074.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie termica",10518.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Total",12595.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Produse petroliere",140.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Biocombustibili si deseuri",22.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie electrica",3585.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie termica",8848.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Total",12752.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Produse petroliere",80.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Biocombustibili si deseuri",13.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie electrica",4211.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie termica",8448.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Total",14052.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Produse petroliere",125.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Biocombustibili si deseuri",2.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie electrica",5398.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,"Transformare, iesiri | Energie termica",8527.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,736.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,715.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,21.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,708.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,690.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,18.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,616.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,598.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,18.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,515.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,492.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,23.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,693.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,674.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,19.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,721.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Produse petroliere,2.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,647.0,ТДж,ENE020300_20260809-014024.xlsx,
2015-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,72.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,730.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Produse petroliere,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,653.0,ТДж,ENE020300_20260809-014024.xlsx,
2016-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,76.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,709.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,6.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,634.0,ТДж,ENE020300_20260809-014024.xlsx,
2017-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,69.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,691.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,2.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Produse petroliere,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,618.0,ТДж,ENE020300_20260809-014024.xlsx,
2018-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,70.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,781.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,2.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Produse petroliere,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,734.0,ТДж,ENE020300_20260809-014024.xlsx,
2019-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,45.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,743.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Carbune,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,6.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Produse petroliere,0.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,687.0,ТДж,ENE020300_20260809-014024.xlsx,
2020-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,50.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,699.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,16.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Produse petroliere,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,630.0,ТДж,ENE020300_20260809-014024.xlsx,
2021-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,52.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,566.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,5.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,528.0,ТДж,ENE020300_20260809-014024.xlsx,
2022-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,33.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,569.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,13.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,525.0,ТДж,ENE020300_20260809-014024.xlsx,
2023-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,31.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Total,618.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Gaz natural,15.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Produse petroliere,1.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie electrica,573.0,ТДж,ENE020300_20260809-014024.xlsx,
2024-01-01,НБС ENE020300 энергобаланс,Energia utilizata in sectorul energetic | Energie termica,29.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Pierderi | Total,7532.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Pierderi | Carbune,32.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Pierderi | Gaz natural,3071.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Pierderi | Produse petroliere,231.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Pierderi | Biocombustibili si deseuri,7.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie electrica,2197.0,ТДж,ENE020300_20260809-014024.xlsx,
2010-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie termica,1994.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Pierderi | Total,7431.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Pierderi | Carbune,14.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Pierderi | Gaz natural,3441.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Pierderi | Produse petroliere,159.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Pierderi | Biocombustibili si deseuri,8.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie electrica,2121.0,ТДж,ENE020300_20260809-014024.xlsx,
2011-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie termica,1688.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Pierderi | Total,7213.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Pierderi | Carbune,11.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Pierderi | Gaz natural,3191.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Pierderi | Produse petroliere,201.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Pierderi | Biocombustibili si deseuri,2.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie electrica,2070.0,ТДж,ENE020300_20260809-014024.xlsx,
2012-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie termica,1738.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Pierderi | Total,6614.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Pierderi | Carbune,34.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Pierderi | Gaz natural,2707.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Pierderi | Produse petroliere,244.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Pierderi | Biocombustibili si deseuri,11.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie electrica,1945.0,ТДж,ENE020300_20260809-014024.xlsx,
2013-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie termica,1673.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Pierderi | Total,6434.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Pierderi | Carbune,29.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Pierderi | Gaz natural,2866.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Pierderi | Produse petroliere,160.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Pierderi | Biocombustibili si deseuri,18.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie electrica,1701.0,ТДж,ENE020300_20260809-014024.xlsx,
2014-01-01,НБС ENE020300 энергобаланс,Pierderi | Energie termica,1660.0,ТДж,ENE020300_20260809-014024.xlsx,
