дата,ряд,показатель,значение,единица,источник_файл,флаг
2013-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1661.2,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2014-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),167.0,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2014-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),757.1,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2014-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),715.9,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2014-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1634.7,млн $,statisticheskiy_ezhegodnik_pmr_2016.pdf,"табл. 15.2 и 15.3, стр. PDF 168"
2015-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),227.1,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2015-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),575.0,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2015-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),611.1,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2015-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1138.3,млн $,statisticheskiy_ezhegodnik_pmr_2020.pdf,"табл. 15.2 и 15.3, стр. PDF 177"
2016-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),187.1,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2016-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),408.8,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2016-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),530.4,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2016-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),857.8,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2017-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),106.9,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2017-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),333.6,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2017-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),521.6,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2017-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),927.8,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2018-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),119.5,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2018-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),447.8,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2018-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),685.7,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2018-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1154.5,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2019-01-01,Внешняя торговля ПМР,Экспорт топливно-энергетических товаров (ПМР),144.9,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2019-01-01,Внешняя торговля ПМР,Импорт топливно-энергетических товаров (ПМР),489.5,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2019-01-01,Внешняя торговля ПМР,Экспорт товаров всего (ПМР),655.9,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
2019-01-01,Внешняя торговля ПМР,Импорт товаров всего (ПМР),1150.8,млн $,statisticheskiy_ezhegodnik_pmr_2021.pdf,"табл. 15.2 и 15.3, стр. PDF 175"
